,address,detail
0,"100 collins street, melbourne, australia","{'address': '100 Collins St, Melbourne VIC 3000, Australia', 'bbox': {'northeast': [-37.8131358, 144.971443], 'southwest': [-37.8153842, 144.968597]}, 'city': 'Melbourne', 'confidence': 9, 'country': 'Australia', 'lat': -37.81426, 'lng': 144.97002, 'neighborhood': 'Melbourne', 'ok': True, 'postal': '3000', 'quality': 'Address', 'raw': {'__type': 'Location:http://schemas.microsoft.com/search/local/ws/rest/v1', 'bbox': [-37.8153842, 144.968597, -37.8131358, 144.971443], 'name': '100 Collins St, Melbourne VIC 3000, Australia', 'point': {'type': 'Point', 'coordinates': [-37.81426, 144.97002]}, 'address': {'addressLine': '100 Collins St', 'adminDistrict': 'VIC', 'countryRegion': 'Australia', 'formattedAddress': '100 Collins St, Melbourne VIC 3000, Australia', 'locality': 'Melbourne', 'neighborhood': 'Melbourne', 'postalCode': '3000'}, 'confidence': 'High', 'entityType': 'Address', 'geocodePoints': [{'type': 'Point', 'coordinates': [-37.81426, 144.97002], 'calculationMethod': 'Rooftop', 'usageTypes': ['Display']}, {'type': 'Point', 'coordinates': [-37.81442, 144.97011], 'calculationMethod': 'Rooftop', 'usageTypes': ['Route']}], 'matchCodes': ['Good']}, 'state': 'VIC', 'status': 'OK', 'street': '100 Collins St'}"
